bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"-73.982584,41.321693,-73.530067,41.527194",uuuu,85633793,,eea0d96e90e99de1cbd7967e5a56bb4a,,b04003003351551bd9567c3d0b28b713,41.426662,-73.749514,102083007,uuuu,US,US,1475264492,41.426283,-73.749532,0,Putnam,85688543,102/083/007/102083007.geojson,county,85688543,quattroshapes,,,US
"-76.274673,42.407568,-75.86402,42.790964",uuuu,85633793,,ca1707f9324e5486d68fa38e1b7b4df5,,bf54a4c19b0e6d86022702bf4ef16c8e,42.595007,-76.070267,102083011,uuuu,US,US,1475264324,42.596836,-76.070256,0,Cortland,85688543,102/083/011/102083011.geojson,county,85688543,quattroshapes,,,US
"-74.867712,43.214684,-74.046114,44.120552",uuuu,85633793,,666c9c381e60a81238557b98720d35c8,,e3395a748d39fcddda268c16f05a545e,43.661122,-74.497355,102083035,uuuu,US,US,1475264371,43.666025,-74.505153,0,Hamilton,85688543,102/083/035/102083035.geojson,county,85688543,quattroshapes,,,US
"-74.762623,41.142883,-73.947294,41.632738",uuuu,85633793,,fa5bd565f02befad155412c387ec462f,,69bbd752b09d4f562df8329909d9badd,41.402136,-74.305565,102083061,uuuu,US,US,1475264469,41.393491,-74.272515,0,Orange,85688543,102/083/061/102083061.geojson,county,85688543,quattroshapes,,,US
"-73.933808,40.785743,-73.74806,40.917577",uuuu,85633793,,fc387ed21292e0db89033b18aef4969f,,03bc8a4388984de93f79bf7e84331221,40.849116,-73.852952,102083063,uuuu,US,US,1475264288,40.849285,-73.860478,0,Bronx,85688543,102/083/063/102083063.geojson,county,85688543,quattroshapes,,,US
"-76.753538,42.618608,-76.265584,43.708121",uuuu,85633793,,f9f305f9cfafb67a97927017d6d1e8af,,9ce487971d92a195a94e41af1bc87223,43.010327,-76.574358,102083071,uuuu,US,US,1475264303,42.916178,-76.594706,0,Cayuga,85688543,102/083/071/102083071.geojson,county,85688543,quattroshapes,,,US
"-77.367106,42.459186,-76.889805,42.76443",uuuu,85633793,,f6ae5c8dae9df820fb6eb3191ff9081b,,2c52f49bc3b0edbbfd7fbfab4c807ee2,42.633442,-77.105459,102083079,uuuu,US,US,1475264568,42.651332,-77.057851,0,Yates,85688543,102/083/079/102083079.geojson,county,85688543,quattroshapes,,,US
"-74.71158,42.355017,-74.164678,42.829558",uuuu,85633793,,ad614a8078172561ebacb89a4cb1854c,,ee86971b4d6dd570975d233c2ef50bd8,42.588219,-74.442118,102083101,uuuu,US,US,1475264511,42.581162,-74.436906,0,Schoharie,85688543,102/083/101/102083101.geojson,county,85688543,quattroshapes,,,US
"-78.465505,42.862754,-77.904121,43.133561",uuuu,85633793,,ce8814b7c7b2523ae1abe7b7362c44d5,,c81fcc43ec81f96dcfa58a864c5ee608,43.000933,-78.193711,102083105,uuuu,US,US,1475264359,43.001065,-78.193707,0,Genesee,85688543,102/083/105/102083105.geojson,county,85688543,quattroshapes,,,US
"-77.749931,41.998636,-76.965028,42.580413",uuuu,85633793,,79ccf07ad64a99bcad639e3f589e58c0,,1a1ead5ef2df3b82c9bd74a304696f70,42.267809,-77.383803,102083115,uuuu,US,US,1475264526,42.288199,-77.388989,0,Steuben,85688543,102/083/115/102083115.geojson,county,85688543,quattroshapes,,,US
"-75.886756,42.863319,-75.069165,43.615229",uuuu,85633793,,12175e55e583dbf49141953e572bafc3,,480c7ed771df6a898c03d4fc3eac7723,43.241738,-75.435838,102083149,uuuu,US,US,1475264469,43.219598,-75.402584,0,Oneida,85688543,102/083/149/102083149.geojson,county,85688543,quattroshapes,,,US
"-73.636774,42.941222,-73.241391,43.808481",uuuu,85633793,,cf60fce84f9a6aa38b5b6864523f26e5,,a9c9b5ace78d7827ad2eebfca0de261b,43.313703,-73.430759,102083153,uuuu,US,US,1477509150,43.315341,-73.427063,0,Washington,85688543,102/083/153/102083153.geojson,county,85688543,quattroshapes,,,US
"-76.499324,42.771257,-75.896079,43.271605",uuuu,85633793,,12141d6f2702b967a7af2a098af2c35b,,1b0572f8cf15ad191c92d629b4df39af,43.005795,-76.194642,102082351,uuuu,US,US,1475264469,42.995766,-76.194668,0,Onondaga,85688543,102/082/351/102082351.geojson,county,85688543,quattroshapes,,,US
"-74.264863,42.407127,-73.676762,42.822577",uuuu,85633793,,9aeb2956080a7149d204dc536dd13046,,9c5d56dff6496cc0dfd51f3c0858c39c,42.600176,-73.973559,102082353,uuuu,US,US,1475264264,42.598189,-73.973582,0,Albany,85688543,102/082/353/102082353.geojson,county,85688543,quattroshapes,,,US
"-76.696655,42.262976,-76.237695,42.627419",uuuu,85633793,,79d00f3cc03a37516ced10484a70de1d,,a4e8c93610e6f70d73e76947a0630ce5,42.452016,-76.473659,102082355,uuuu,US,US,1475264537,42.463804,-76.461466,0,Tompkins,85688543,102/082/355/102082355.geojson,county,85688543,quattroshapes,,,US
"-76.734725,43.668143,-75.446124,44.403263",uuuu,85633793,,4834e11d8182dc50069fc0d8e39e3d70,,2128a31b822b26ba81cf6a0f385b712e,43.998848,-76.052108,102082357,uuuu,US,US,1475264393,43.996235,-76.061778,0,Jefferson,85688543,102/082/357/102082357.geojson,county,85688543,quattroshapes,,,US
"-77.611718,42.576368,-76.963309,43.039926",uuuu,85633793,,8ee7c761d51b41feed584029552b60c3,,0cd0c61f1f610cd34288bf3555a0eb27,42.852848,-77.299821,102082359,uuuu,US,US,1475264469,42.898106,-77.299917,0,Ontario,85688543,102/082/359/102082359.geojson,county,85688543,quattroshapes,,,US
"-74.05663,40.551042,-73.833365,40.739446",uuuu,85633793,,6c63f9770e7c2dc99e508254e3418321,,34294099bed0750914d5285e2a3dc415,40.634393,-73.950269,102082361,uuuu,US,US,1475264402,40.638931,-73.952400,0,Kings,85688543,102/082/361/102082361.geojson,county,85688543,quattroshapes,,,US
"-74.000115,41.438905,-73.487314,42.080906",uuuu,85633793,,0dc7982617bf84f31ba5c884be02f41e,,32c751cc7f4c82c852420a9830c6ce7d,41.765148,-73.742862,102082363,uuuu,US,US,1475264341,41.762221,-73.737988,0,Dutchess,85688543,102/082/363/102082363.geojson,county,85688543,quattroshapes,,,US
"-75.889832,42.194918,-75.292814,42.745421",uuuu,85633793,,fa7b4fdafb5fd164eea13fc6030fddfe,,051c5f402225b936e1a302d2feef3e20,42.493511,-75.611579,102082367,uuuu,US,US,1477509139,42.500114,-75.635670,0,Chenango,85688543,102/082/367/102082367.geojson,county,85688543,quattroshapes,,,US
"-73.929626,41.97798,-73.352527,42.510002",uuuu,85633793,,546ce67aac933ffd8c7470882f5ce547,,7980fc9f9c2049f6ee9627ff5806ee18,42.250083,-73.631848,102082369,uuuu,US,US,1475264321,42.252826,-73.626331,0,Columbia,85688543,102/082/369/102082369.geojson,county,85688543,quattroshapes,,,US
"-73.780193,40.520505,-73.423253,40.989009",uuuu,85633793,,f88822322cf2475638c337da492086a4,,02e7ea777920d23e20bca3d615560fca,40.732171,-73.585449,102082371,uuuu,US,US,1475264459,40.724878,-73.567583,0,Nassau,85688543,102/082/371/102082371.geojson,county,85688543,quattroshapes,,,US
"-73.983284,40.871721,-73.482695,41.366375",uuuu,85633793,,95b80fe0859bea16ef89c9f249381820,,e8b0ac33a5892a7501cde7fc1580e36d,41.151480,-73.753391,102082373,uuuu,US,US,1475264559,41.222769,-73.753366,0,Westchester,85688543,102/082/373/102082373.geojson,county,85688543,quattroshapes,,,US
"-75.423038,41.848292,-74.428196,42.517799",uuuu,85633793,,0047bec15ee746d0d462e4c15544919e,,f53ed03372cf92b2982d3a992784f19e,42.198088,-74.966466,102082375,uuuu,US,US,1475264335,42.196095,-74.975967,0,Delaware,85688543,102/082/375/102082375.geojson,county,85688543,quattroshapes,,,US
"-74.042112,40.489794,-73.700272,40.812242",uuuu,85633793,,62b31869b5dfdb9e1add49799117bb97,,0d6155212637b840ea03faac861a8a89,40.657493,-73.838760,102082377,uuuu,US,US,1475264493,40.688423,-73.793250,0,Queens,85688543,102/082/377/102082377.geojson,county,85688543,quattroshapes,,,US
